"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"791",791,"New Orleans Pelicans",53,"Wed Feb 8 2017","vs","Utah Jazz","L",NA,94,127,20,33,"L 1",2017-02-08,0
"792",792,"New Orleans Pelicans",54,"Fri Feb 10 2017","@","Minnesota Timberwolves","W",NA,122,106,21,33,"W 1",2017-02-10,1
"793",793,"New Orleans Pelicans",55,"Sun Feb 12 2017","@","Sacramento Kings","L",NA,99,105,21,34,"L 1",2017-02-12,0
"794",794,"New Orleans Pelicans",56,"Mon Feb 13 2017","@","Phoenix Suns","W",NA,110,108,22,34,"W 1",2017-02-13,1
"795",795,"New Orleans Pelicans",57,"Wed Feb 15 2017","@","Memphis Grizzlies","W",NA,95,91,23,34,"W 2",2017-02-15,1
"796",796,"New Orleans Pelicans",58,"Thu Feb 23 2017","vs","Houston Rockets","L",NA,99,129,23,35,"L 1",2017-02-23,0
"797",797,"New Orleans Pelicans",59,"Sat Feb 25 2017","@","Dallas Mavericks","L",NA,83,96,23,36,"L 2",2017-02-25,0
"798",798,"New Orleans Pelicans",60,"Sun Feb 26 2017","@","Oklahoma City Thunder","L",NA,110,118,23,37,"L 3",2017-02-26,0
"799",799,"New Orleans Pelicans",61,"Wed Mar 1 2017","vs","Detroit Pistons","W",NA,109,86,24,37,"W 1",2017-03-01,1
"800",800,"New Orleans Pelicans",62,"Fri Mar 3 2017","vs","San Antonio Spurs","L","OT",98,101,24,38,"L 1",2017-03-03,0
"801",801,"New Orleans Pelicans",63,"Sun Mar 5 2017","@","Los Angeles Lakers","W",NA,105,97,25,38,"W 1",2017-03-05,1
"802",802,"New Orleans Pelicans",64,"Mon Mar 6 2017","@","Utah Jazz","L",NA,83,88,25,39,"L 1",2017-03-06,0
"803",803,"New Orleans Pelicans",65,"Wed Mar 8 2017","vs","Toronto Raptors","L",NA,87,94,25,40,"L 2",2017-03-08,0
"804",804,"New Orleans Pelicans",66,"Sat Mar 11 2017","@","Charlotte Hornets","W","OT",125,122,26,40,"W 1",2017-03-11,1
"805",805,"New Orleans Pelicans",67,"Tue Mar 14 2017","vs","Portland Trail Blazers","W",NA,100,77,27,40,"W 2",2017-03-14,1
"806",806,"New Orleans Pelicans",68,"Wed Mar 15 2017","@","Miami Heat","L",NA,112,120,27,41,"L 1",2017-03-15,0
"807",807,"New Orleans Pelicans",69,"Fri Mar 17 2017","vs","Houston Rockets","W",NA,128,112,28,41,"W 1",2017-03-17,1
"808",808,"New Orleans Pelicans",70,"Sun Mar 19 2017","vs","Minnesota Timberwolves","W",NA,123,109,29,41,"W 2",2017-03-19,1
"809",809,"New Orleans Pelicans",71,"Tue Mar 21 2017","vs","Memphis Grizzlies","W",NA,95,82,30,41,"W 3",2017-03-21,1
"810",810,"New Orleans Pelicans",72,"Fri Mar 24 2017","@","Houston Rockets","L",NA,107,117,30,42,"L 1",2017-03-24,0
"811",811,"New Orleans Pelicans",73,"Sun Mar 26 2017","@","Denver Nuggets","W",NA,115,90,31,42,"W 1",2017-03-26,1
"812",812,"New Orleans Pelicans",74,"Mon Mar 27 2017","@","Utah Jazz","L",NA,100,108,31,43,"L 1",2017-03-27,0
"813",813,"New Orleans Pelicans",75,"Wed Mar 29 2017","vs","Dallas Mavericks","W",NA,121,118,32,43,"W 1",2017-03-29,1
"814",814,"New Orleans Pelicans",76,"Fri Mar 31 2017","vs","Sacramento Kings","W",NA,117,89,33,43,"W 2",2017-03-31,1
"815",815,"New Orleans Pelicans",77,"Sun Apr 2 2017","vs","Chicago Bulls","L",NA,110,117,33,44,"L 1",2017-04-02,0
"816",816,"New Orleans Pelicans",78,"Tue Apr 4 2017","vs","Denver Nuggets","L",NA,131,134,33,45,"L 2",2017-04-04,0
"817",817,"New Orleans Pelicans",79,"Fri Apr 7 2017","@","Denver Nuggets","L",NA,106,122,33,46,"L 3",2017-04-07,0
"818",818,"New Orleans Pelicans",80,"Sat Apr 8 2017","@","Golden State Warriors","L",NA,101,123,33,47,"L 4",2017-04-08,0
"819",819,"New Orleans Pelicans",81,"Tue Apr 11 2017","@","Los Angeles Lakers","L",NA,96,108,33,48,"L 5",2017-04-11,0
"820",820,"New Orleans Pelicans",82,"Wed Apr 12 2017","@","Portland Trail Blazers","W",NA,103,100,34,48,"W 1",2017-04-12,1
"821",821,"Dallas Mavericks",1,"Wed Oct 26 2016","@","Indiana Pacers","L","OT",121,130,0,1,"L 1",2016-10-26,0
"822",822,"Dallas Mavericks",2,"Fri Oct 28 2016","vs","Houston Rockets","L",NA,98,106,0,2,"L 2",2016-10-28,0
"823",823,"Dallas Mavericks",3,"Sun Oct 30 2016","@","Houston Rockets","L",NA,92,93,0,3,"L 3",2016-10-30,0
"824",824,"Dallas Mavericks",4,"Wed Nov 2 2016","@","Utah Jazz","L",NA,81,97,0,4,"L 4",2016-11-02,0
"825",825,"Dallas Mavericks",5,"Fri Nov 4 2016","vs","Portland Trail Blazers","L",NA,95,105,0,5,"L 5",2016-11-04,0
"826",826,"Dallas Mavericks",6,"Sun Nov 6 2016","vs","Milwaukee Bucks","W","OT",86,75,1,5,"W 1",2016-11-06,1
"827",827,"Dallas Mavericks",7,"Tue Nov 8 2016","@","Los Angeles Lakers","W",NA,109,97,2,5,"W 2",2016-11-08,1
"828",828,"Dallas Mavericks",8,"Wed Nov 9 2016","@","Golden State Warriors","L",NA,95,116,2,6,"L 1",2016-11-09,0
"829",829,"Dallas Mavericks",9,"Mon Nov 14 2016","@","New York Knicks","L",NA,77,93,2,7,"L 2",2016-11-14,0
"830",830,"Dallas Mavericks",10,"Wed Nov 16 2016","@","Boston Celtics","L",NA,83,90,2,8,"L 3",2016-11-16,0
"831",831,"Dallas Mavericks",11,"Fri Nov 18 2016","vs","Memphis Grizzlies","L",NA,64,80,2,9,"L 4",2016-11-18,0
"832",832,"Dallas Mavericks",12,"Sat Nov 19 2016","@","Orlando Magic","L",NA,87,95,2,10,"L 5",2016-11-19,0
"833",833,"Dallas Mavericks",13,"Mon Nov 21 2016","@","San Antonio Spurs","L",NA,91,96,2,11,"L 6",2016-11-21,0
"834",834,"Dallas Mavericks",14,"Wed Nov 23 2016","vs","Los Angeles Clippers","L",NA,104,124,2,12,"L 7",2016-11-23,0
"835",835,"Dallas Mavericks",15,"Fri Nov 25 2016","@","Cleveland Cavaliers","L",NA,90,128,2,13,"L 8",2016-11-25,0
"836",836,"Dallas Mavericks",16,"Sun Nov 27 2016","vs","New Orleans Pelicans","W",NA,91,81,3,13,"W 1",2016-11-27,1
"837",837,"Dallas Mavericks",17,"Wed Nov 30 2016","vs","San Antonio Spurs","L",NA,87,94,3,14,"L 1",2016-11-30,0
"838",838,"Dallas Mavericks",18,"Thu Dec 1 2016","@","Charlotte Hornets","L",NA,87,97,3,15,"L 2",2016-12-01,0
"839",839,"Dallas Mavericks",19,"Sat Dec 3 2016","vs","Chicago Bulls","W",NA,107,82,4,15,"W 1",2016-12-03,1
"840",840,"Dallas Mavericks",20,"Mon Dec 5 2016","vs","Charlotte Hornets","L",NA,101,109,4,16,"L 1",2016-12-05,0
"841",841,"Dallas Mavericks",21,"Wed Dec 7 2016","vs","Sacramento Kings","L",NA,89,120,4,17,"L 2",2016-12-07,0
"842",842,"Dallas Mavericks",22,"Fri Dec 9 2016","vs","Indiana Pacers","W",NA,111,103,5,17,"W 1",2016-12-09,1
"843",843,"Dallas Mavericks",23,"Sat Dec 10 2016","@","Houston Rockets","L",NA,87,109,5,18,"L 1",2016-12-10,0
"844",844,"Dallas Mavericks",24,"Mon Dec 12 2016","vs","Denver Nuggets","W",NA,112,92,6,18,"W 1",2016-12-12,1
"845",845,"Dallas Mavericks",25,"Wed Dec 14 2016","vs","Detroit Pistons","L",NA,85,95,6,19,"L 1",2016-12-14,0
"846",846,"Dallas Mavericks",26,"Fri Dec 16 2016","@","Utah Jazz","L",NA,100,103,6,20,"L 2",2016-12-16,0
"847",847,"Dallas Mavericks",27,"Sun Dec 18 2016","vs","Sacramento Kings","W",NA,99,79,7,20,"W 1",2016-12-18,1
"848",848,"Dallas Mavericks",28,"Mon Dec 19 2016","@","Denver Nuggets","L",NA,107,117,7,21,"L 1",2016-12-19,0
"849",849,"Dallas Mavericks",29,"Wed Dec 21 2016","@","Portland Trail Blazers","W",NA,96,95,8,21,"W 1",2016-12-21,1
"850",850,"Dallas Mavericks",30,"Fri Dec 23 2016","@","Los Angeles Clippers","W",NA,90,88,9,21,"W 2",2016-12-23,1
"851",851,"Dallas Mavericks",31,"Mon Dec 26 2016","@","New Orleans Pelicans","L",NA,104,111,9,22,"L 1",2016-12-26,0
"852",852,"Dallas Mavericks",32,"Tue Dec 27 2016","vs","Houston Rockets","L",NA,107,123,9,23,"L 2",2016-12-27,0
"853",853,"Dallas Mavericks",33,"Thu Dec 29 2016","@","Los Angeles Lakers","W",NA,101,89,10,23,"W 1",2016-12-29,1
"854",854,"Dallas Mavericks",34,"Fri Dec 30 2016","@","Golden State Warriors","L",NA,99,108,10,24,"L 1",2016-12-30,0
"855",855,"Dallas Mavericks",35,"Tue Jan 3 2017","vs","Washington Wizards","W",NA,113,105,11,24,"W 1",2017-01-03,1
"856",856,"Dallas Mavericks",36,"Thu Jan 5 2017","vs","Phoenix Suns","L",NA,95,102,11,25,"L 1",2017-01-05,0
"857",857,"Dallas Mavericks",37,"Sat Jan 7 2017","vs","Atlanta Hawks","L",NA,82,97,11,26,"L 2",2017-01-07,0
"858",858,"Dallas Mavericks",38,"Mon Jan 9 2017","@","Minnesota Timberwolves","L",NA,92,101,11,27,"L 3",2017-01-09,0
"859",859,"Dallas Mavericks",39,"Thu Jan 12 2017","@","Phoenix Suns","W",NA,113,108,12,27,"W 1",2017-01-12,1
"860",860,"Dallas Mavericks",40,"Sun Jan 15 2017","vs","Minnesota Timberwolves","W",NA,98,87,13,27,"W 2",2017-01-15,1
"861",861,"Dallas Mavericks",41,"Tue Jan 17 2017","@","Chicago Bulls","W",NA,99,98,14,27,"W 3",2017-01-17,1
"862",862,"Dallas Mavericks",42,"Thu Jan 19 2017","@","Miami Heat","L",NA,95,99,14,28,"L 1",2017-01-19,0
"863",863,"Dallas Mavericks",43,"Fri Jan 20 2017","vs","Utah Jazz","L","OT",107,112,14,29,"L 2",2017-01-20,0
"864",864,"Dallas Mavericks",44,"Sun Jan 22 2017","vs","Los Angeles Lakers","W",NA,122,73,15,29,"W 1",2017-01-22,1
"865",865,"Dallas Mavericks",45,"Wed Jan 25 2017","vs","New York Knicks","W",NA,103,95,16,29,"W 2",2017-01-25,1
"866",866,"Dallas Mavericks",46,"Thu Jan 26 2017","@","Oklahoma City Thunder","L",NA,98,109,16,30,"L 1",2017-01-26,0
"867",867,"Dallas Mavericks",47,"Sun Jan 29 2017","@","San Antonio Spurs","W",NA,105,101,17,30,"W 1",2017-01-29,1
"868",868,"Dallas Mavericks",48,"Mon Jan 30 2017","vs","Cleveland Cavaliers","W",NA,104,97,18,30,"W 2",2017-01-30,1
"869",869,"Dallas Mavericks",49,"Wed Feb 1 2017","vs","Philadelphia 76ers","W",NA,113,95,19,30,"W 3",2017-02-01,1
"870",870,"Dallas Mavericks",50,"Fri Feb 3 2017","@","Portland Trail Blazers","W",NA,108,104,20,30,"W 4",2017-02-03,1
"871",871,"Dallas Mavericks",51,"Mon Feb 6 2017","@","Denver Nuggets","L",NA,87,110,20,31,"L 1",2017-02-06,0
"872",872,"Dallas Mavericks",52,"Tue Feb 7 2017","vs","Portland Trail Blazers","L",NA,113,114,20,32,"L 2",2017-02-07,0
"873",873,"Dallas Mavericks",53,"Thu Feb 9 2017","vs","Utah Jazz","W","OT",112,105,21,32,"W 1",2017-02-09,1
"874",874,"Dallas Mavericks",54,"Sat Feb 11 2017","vs","Orlando Magic","W",NA,112,80,22,32,"W 2",2017-02-11,1
"875",875,"Dallas Mavericks",55,"Mon Feb 13 2017","vs","Boston Celtics","L",NA,98,111,22,33,"L 1",2017-02-13,0
"876",876,"Dallas Mavericks",56,"Wed Feb 15 2017","@","Detroit Pistons","L",NA,91,98,22,34,"L 2",2017-02-15,0
"877",877,"Dallas Mavericks",57,"Fri Feb 24 2017","@","Minnesota Timberwolves","L",NA,84,97,22,35,"L 3",2017-02-24,0
"878",878,"Dallas Mavericks",58,"Sat Feb 25 2017","vs","New Orleans Pelicans","W",NA,96,83,23,35,"W 1",2017-02-25,1
"879",879,"Dallas Mavericks",59,"Mon Feb 27 2017","vs","Miami Heat","W",NA,96,89,24,35,"W 2",2017-02-27,1
"880",880,"Dallas Mavericks",60,"Wed Mar 1 2017","@","Atlanta Hawks","L",NA,95,100,24,36,"L 1",2017-03-01,0
"881",881,"Dallas Mavericks",61,"Fri Mar 3 2017","vs","Memphis Grizzlies","W",NA,104,100,25,36,"W 1",2017-03-03,1
"882",882,"Dallas Mavericks",62,"Sun Mar 5 2017","vs","Oklahoma City Thunder","W",NA,104,89,26,36,"W 2",2017-03-05,1
"883",883,"Dallas Mavericks",63,"Tue Mar 7 2017","vs","Los Angeles Lakers","W",NA,122,111,27,36,"W 3",2017-03-07,1
"884",884,"Dallas Mavericks",64,"Fri Mar 10 2017","vs","Brooklyn Nets","W",NA,105,96,28,36,"W 4",2017-03-10,1
"885",885,"Dallas Mavericks",65,"Sat Mar 11 2017","vs","Phoenix Suns","L",NA,98,100,28,37,"L 1",2017-03-11,0
"886",886,"Dallas Mavericks",66,"Mon Mar 13 2017","@","Toronto Raptors","L",NA,78,100,28,38,"L 2",2017-03-13,0
"887",887,"Dallas Mavericks",67,"Wed Mar 15 2017","@","Washington Wizards","W",NA,112,107,29,38,"W 1",2017-03-15,1
"888",888,"Dallas Mavericks",68,"Fri Mar 17 2017","@","Philadelphia 76ers","L",NA,74,116,29,39,"L 1",2017-03-17,0
"889",889,"Dallas Mavericks",69,"Sun Mar 19 2017","@","Brooklyn Nets","W",NA,111,104,30,39,"W 1",2017-03-19,1
"890",890,"Dallas Mavericks",70,"Tue Mar 21 2017","vs","Golden State Warriors","L",NA,87,112,30,40,"L 1",2017-03-21,0
"891",891,"Dallas Mavericks",71,"Thu Mar 23 2017","vs","Los Angeles Clippers","W",NA,97,95,31,40,"W 1",2017-03-23,1
"892",892,"Dallas Mavericks",72,"Sat Mar 25 2017","vs","Toronto Raptors","L",NA,86,94,31,41,"L 1",2017-03-25,0
"893",893,"Dallas Mavericks",73,"Mon Mar 27 2017","vs","Oklahoma City Thunder","L",NA,91,92,31,42,"L 2",2017-03-27,0
"894",894,"Dallas Mavericks",74,"Wed Mar 29 2017","@","New Orleans Pelicans","L",NA,118,121,31,43,"L 3",2017-03-29,0
"895",895,"Dallas Mavericks",75,"Fri Mar 31 2017","@","Memphis Grizzlies","L",NA,90,99,31,44,"L 4",2017-03-31,0
"896",896,"Dallas Mavericks",76,"Sun Apr 2 2017","@","Milwaukee Bucks","W",NA,109,105,32,44,"W 1",2017-04-02,1
"897",897,"Dallas Mavericks",77,"Tue Apr 4 2017","@","Sacramento Kings","L",NA,87,98,32,45,"L 1",2017-04-04,0
"898",898,"Dallas Mavericks",78,"Wed Apr 5 2017","@","Los Angeles Clippers","L",NA,101,112,32,46,"L 2",2017-04-05,0
"899",899,"Dallas Mavericks",79,"Fri Apr 7 2017","vs","San Antonio Spurs","L",NA,89,102,32,47,"L 3",2017-04-07,0
"900",900,"Dallas Mavericks",80,"Sun Apr 9 2017","@","Phoenix Suns","L",NA,111,124,32,48,"L 4",2017-04-09,0
"901",901,"Dallas Mavericks",81,"Tue Apr 11 2017","vs","Denver Nuggets","L",NA,91,109,32,49,"L 5",2017-04-11,0
"902",902,"Dallas Mavericks",82,"Wed Apr 12 2017","@","Memphis Grizzlies","W",NA,100,93,33,49,"W 1",2017-04-12,1
"903",903,"Sacramento Kings",1,"Wed Oct 26 2016","@","Phoenix Suns","W",NA,113,94,1,0,"W 1",2016-10-26,1
"904",904,"Sacramento Kings",2,"Thu Oct 27 2016","vs","San Antonio Spurs","L",NA,94,102,1,1,"L 1",2016-10-27,0
"905",905,"Sacramento Kings",3,"Sat Oct 29 2016","vs","Minnesota Timberwolves","W",NA,106,103,2,1,"W 1",2016-10-29,1
"906",906,"Sacramento Kings",4,"Mon Oct 31 2016","@","Atlanta Hawks","L",NA,95,106,2,2,"L 1",2016-10-31,0
"907",907,"Sacramento Kings",5,"Tue Nov 1 2016","@","Miami Heat","L","OT",96,108,2,3,"L 2",2016-11-01,0
"908",908,"Sacramento Kings",6,"Thu Nov 3 2016","@","Orlando Magic","L",NA,94,102,2,4,"L 3",2016-11-03,0
"909",909,"Sacramento Kings",7,"Sat Nov 5 2016","@","Milwaukee Bucks","L",NA,91,117,2,5,"L 4",2016-11-05,0
"910",910,"Sacramento Kings",8,"Sun Nov 6 2016","@","Toronto Raptors","W",NA,96,91,3,5,"W 1",2016-11-06,1
"911",911,"Sacramento Kings",9,"Tue Nov 8 2016","vs","New Orleans Pelicans","W",NA,102,94,4,5,"W 2",2016-11-08,1
"912",912,"Sacramento Kings",10,"Thu Nov 10 2016","vs","Los Angeles Lakers","L",NA,91,101,4,6,"L 1",2016-11-10,0
"913",913,"Sacramento Kings",11,"Fri Nov 11 2016","@","Portland Trail Blazers","L","OT",120,122,4,7,"L 2",2016-11-11,0
"914",914,"Sacramento Kings",12,"Wed Nov 16 2016","vs","San Antonio Spurs","L",NA,105,110,4,8,"L 3",2016-11-16,0
"915",915,"Sacramento Kings",13,"Fri Nov 18 2016","vs","Los Angeles Clippers","L",NA,115,121,4,9,"L 4",2016-11-18,0
"916",916,"Sacramento Kings",14,"Sun Nov 20 2016","vs","Toronto Raptors","W",NA,102,99,5,9,"W 1",2016-11-20,1
"917",917,"Sacramento Kings",15,"Wed Nov 23 2016","vs","Oklahoma City Thunder","W",NA,116,101,6,9,"W 2",2016-11-23,1
"918",918,"Sacramento Kings",16,"Fri Nov 25 2016","vs","Houston Rockets","L",NA,104,117,6,10,"L 1",2016-11-25,0
"919",919,"Sacramento Kings",17,"Sun Nov 27 2016","@","Brooklyn Nets","W",NA,122,105,7,10,"W 1",2016-11-27,1
"920",920,"Sacramento Kings",18,"Mon Nov 28 2016","@","Washington Wizards","L","OT",95,101,7,11,"L 1",2016-11-28,0
"921",921,"Sacramento Kings",19,"Fri Dec 2 2016","@","Boston Celtics","L",NA,92,97,7,12,"L 2",2016-12-02,0
"922",922,"Sacramento Kings",20,"Sun Dec 4 2016","@","New York Knicks","L",NA,98,106,7,13,"L 3",2016-12-04,0
"923",923,"Sacramento Kings",21,"Wed Dec 7 2016","@","Dallas Mavericks","W",NA,120,89,8,13,"W 1",2016-12-07,1
"924",924,"Sacramento Kings",22,"Fri Dec 9 2016","vs","New York Knicks","L",NA,100,103,8,14,"L 1",2016-12-09,0
"925",925,"Sacramento Kings",23,"Sat Dec 10 2016","@","Utah Jazz","L",NA,84,104,8,15,"L 2",2016-12-10,0
"926",926,"Sacramento Kings",24,"Mon Dec 12 2016","vs","Los Angeles Lakers","W",NA,116,92,9,15,"W 1",2016-12-12,1
"927",927,"Sacramento Kings",25,"Wed Dec 14 2016","@","Houston Rockets","L",NA,98,132,9,16,"L 1",2016-12-14,0
"928",928,"Sacramento Kings",26,"Fri Dec 16 2016","@","Memphis Grizzlies","W",NA,96,92,10,16,"W 1",2016-12-16,1
"929",929,"Sacramento Kings",27,"Sun Dec 18 2016","@","Dallas Mavericks","L",NA,79,99,10,17,"L 1",2016-12-18,0
"930",930,"Sacramento Kings",28,"Tue Dec 20 2016","vs","Portland Trail Blazers","W",NA,126,121,11,17,"W 1",2016-12-20,1
"931",931,"Sacramento Kings",29,"Wed Dec 21 2016","@","Utah Jazz","W",NA,94,93,12,17,"W 2",2016-12-21,1
"932",932,"Sacramento Kings",30,"Fri Dec 23 2016","@","Minnesota Timberwolves","W",NA,109,105,13,17,"W 3",2016-12-23,1
"933",933,"Sacramento Kings",31,"Mon Dec 26 2016","vs","Philadelphia 76ers","W",NA,102,100,14,17,"W 4",2016-12-26,1
"934",934,"Sacramento Kings",32,"Wed Dec 28 2016","@","Portland Trail Blazers","L",NA,89,102,14,18,"L 1",2016-12-28,0
"935",935,"Sacramento Kings",33,"Sat Dec 31 2016","vs","Memphis Grizzlies","L",NA,98,112,14,19,"L 2",2016-12-31,0
"936",936,"Sacramento Kings",34,"Tue Jan 3 2017","@","Denver Nuggets","W",NA,120,113,15,19,"W 1",2017-01-03,1
"937",937,"Sacramento Kings",35,"Wed Jan 4 2017","vs","Miami Heat","L",NA,102,107,15,20,"L 1",2017-01-04,0
"938",938,"Sacramento Kings",36,"Fri Jan 6 2017","vs","Los Angeles Clippers","L",NA,98,106,15,21,"L 2",2017-01-06,0
"939",939,"Sacramento Kings",37,"Sun Jan 8 2017","vs","Golden State Warriors","L",NA,106,117,15,22,"L 3",2017-01-08,0
"940",940,"Sacramento Kings",38,"Tue Jan 10 2017","vs","Detroit Pistons","W",NA,100,94,16,22,"W 1",2017-01-10,1
"941",941,"Sacramento Kings",39,"Fri Jan 13 2017","vs","Cleveland Cavaliers","L",NA,108,120,16,23,"L 1",2017-01-13,0
"942",942,"Sacramento Kings",40,"Sun Jan 15 2017","vs","Oklahoma City Thunder","L",NA,118,122,16,24,"L 2",2017-01-15,0
"943",943,"Sacramento Kings",41,"Wed Jan 18 2017","vs","Indiana Pacers","L",NA,100,106,16,25,"L 3",2017-01-18,0
"944",944,"Sacramento Kings",42,"Fri Jan 20 2017","@","Memphis Grizzlies","L",NA,91,107,16,26,"L 4",2017-01-20,0
"945",945,"Sacramento Kings",43,"Sat Jan 21 2017","@","Chicago Bulls","L",NA,99,102,16,27,"L 5",2017-01-21,0
"946",946,"Sacramento Kings",44,"Mon Jan 23 2017","@","Detroit Pistons","W",NA,109,104,17,27,"W 1",2017-01-23,1
"947",947,"Sacramento Kings",45,"Wed Jan 25 2017","@","Cleveland Cavaliers","W","OT",116,112,18,27,"W 2",2017-01-25,1
"948",948,"Sacramento Kings",46,"Fri Jan 27 2017","@","Indiana Pacers","L","OT",111,115,18,28,"L 1",2017-01-27,0
"949",949,"Sacramento Kings",47,"Sat Jan 28 2017","@","Charlotte Hornets","W",NA,109,106,19,28,"W 1",2017-01-28,1
"950",950,"Sacramento Kings",48,"Mon Jan 30 2017","@","Philadelphia 76ers","L",NA,119,122,19,29,"L 1",2017-01-30,0
"951",951,"Sacramento Kings",49,"Tue Jan 31 2017","@","Houston Rockets","L",NA,83,105,19,30,"L 2",2017-01-31,0
"952",952,"Sacramento Kings",50,"Fri Feb 3 2017","vs","Phoenix Suns","L",NA,103,105,19,31,"L 3",2017-02-03,0
"953",953,"Sacramento Kings",51,"Sat Feb 4 2017","vs","Golden State Warriors","W","OT",109,106,20,31,"W 1",2017-02-04,1
"954",954,"Sacramento Kings",52,"Mon Feb 6 2017","vs","Chicago Bulls","L",NA,107,112,20,32,"L 1",2017-02-06,0
"955",955,"Sacramento Kings",53,"Wed Feb 8 2017","vs","Boston Celtics","W",NA,108,92,21,32,"W 1",2017-02-08,1
"956",956,"Sacramento Kings",54,"Fri Feb 10 2017","vs","Atlanta Hawks","W",NA,108,107,22,32,"W 2",2017-02-10,1
"957",957,"Sacramento Kings",55,"Sun Feb 12 2017","vs","New Orleans Pelicans","W",NA,105,99,23,32,"W 3",2017-02-12,1
"958",958,"Sacramento Kings",56,"Tue Feb 14 2017","@","Los Angeles Lakers","W",NA,97,96,24,32,"W 4",2017-02-14,1
"959",959,"Sacramento Kings",57,"Wed Feb 15 2017","@","Golden State Warriors","L",NA,86,109,24,33,"L 1",2017-02-15,0
"960",960,"Sacramento Kings",58,"Thu Feb 23 2017","vs","Denver Nuggets","W",NA,116,100,25,33,"W 1",2017-02-23,1
"961",961,"Sacramento Kings",59,"Sat Feb 25 2017","vs","Charlotte Hornets","L",NA,85,99,25,34,"L 1",2017-02-25,0
"962",962,"Sacramento Kings",60,"Mon Feb 27 2017","vs","Minnesota Timberwolves","L",NA,88,102,25,35,"L 2",2017-02-27,0
"963",963,"Sacramento Kings",61,"Wed Mar 1 2017","vs","Brooklyn Nets","L",NA,100,109,25,36,"L 3",2017-03-01,0
"964",964,"Sacramento Kings",62,"Sun Mar 5 2017","vs","Utah Jazz","L","OT",109,110,25,37,"L 4",2017-03-05,0
"965",965,"Sacramento Kings",63,"Mon Mar 6 2017","@","Denver Nuggets","L",NA,96,108,25,38,"L 5",2017-03-06,0
"966",966,"Sacramento Kings",64,"Wed Mar 8 2017","@","San Antonio Spurs","L",NA,104,114,25,39,"L 6",2017-03-08,0
"967",967,"Sacramento Kings",65,"Fri Mar 10 2017","vs","Washington Wizards","L","OT",122,130,25,40,"L 7",2017-03-10,0
"968",968,"Sacramento Kings",66,"Sat Mar 11 2017","vs","Denver Nuggets","L",NA,92,105,25,41,"L 8",2017-03-11,0
"969",969,"Sacramento Kings",67,"Mon Mar 13 2017","vs","Orlando Magic","W",NA,120,115,26,41,"W 1",2017-03-13,1
"970",970,"Sacramento Kings",68,"Wed Mar 15 2017","@","Phoenix Suns","W",NA,107,101,27,41,"W 2",2017-03-15,1
"971",971,"Sacramento Kings",69,"Sat Mar 18 2017","@","Oklahoma City Thunder","L",NA,94,110,27,42,"L 1",2017-03-18,0
"972",972,"Sacramento Kings",70,"Sun Mar 19 2017","@","San Antonio Spurs","L",NA,102,118,27,43,"L 2",2017-03-19,0
"973",973,"Sacramento Kings",71,"Wed Mar 22 2017","vs","Milwaukee Bucks","L",NA,98,116,27,44,"L 3",2017-03-22,0
"974",974,"Sacramento Kings",72,"Fri Mar 24 2017","@","Golden State Warriors","L",NA,100,114,27,45,"L 4",2017-03-24,0
"975",975,"Sacramento Kings",73,"Sun Mar 26 2017","@","Los Angeles Clippers","W",NA,98,97,28,45,"W 1",2017-03-26,1
"976",976,"Sacramento Kings",74,"Mon Mar 27 2017","vs","Memphis Grizzlies","W",NA,91,90,29,45,"W 2",2017-03-27,1
"977",977,"Sacramento Kings",75,"Wed Mar 29 2017","vs","Utah Jazz","L",NA,82,112,29,46,"L 1",2017-03-29,0
"978",978,"Sacramento Kings",76,"Fri Mar 31 2017","@","New Orleans Pelicans","L",NA,89,117,29,47,"L 2",2017-03-31,0
"979",979,"Sacramento Kings",77,"Sat Apr 1 2017","@","Minnesota Timberwolves","W",NA,123,117,30,47,"W 1",2017-04-01,1
"980",980,"Sacramento Kings",78,"Tue Apr 4 2017","vs","Dallas Mavericks","W",NA,98,87,31,47,"W 2",2017-04-04,1
"981",981,"Sacramento Kings",79,"Fri Apr 7 2017","@","Los Angeles Lakers","L",NA,94,98,31,48,"L 1",2017-04-07,0
"982",982,"Sacramento Kings",80,"Sun Apr 9 2017","vs","Houston Rockets","L",NA,128,135,31,49,"L 2",2017-04-09,0
"983",983,"Sacramento Kings",81,"Tue Apr 11 2017","vs","Phoenix Suns","W",NA,129,104,32,49,"W 1",2017-04-11,1
"984",984,"Sacramento Kings",82,"Wed Apr 12 2017","@","Los Angeles Clippers","L",NA,95,115,32,50,"L 1",2017-04-12,0
"985",985,"Minnesota Timberwolves",1,"Wed Oct 26 2016","@","Memphis Grizzlies","L",NA,98,102,0,1,"L 1",2016-10-26,0
"986",986,"Minnesota Timberwolves",2,"Sat Oct 29 2016","@","Sacramento Kings","L",NA,103,106,0,2,"L 2",2016-10-29,0
"987",987,"Minnesota Timberwolves",3,"Tue Nov 1 2016","vs","Memphis Grizzlies","W",NA,116,80,1,2,"W 1",2016-11-01,1
"988",988,"Minnesota Timberwolves",4,"Thu Nov 3 2016","vs","Denver Nuggets","L",NA,99,102,1,3,"L 1",2016-11-03,0
"989",989,"Minnesota Timberwolves",5,"Sat Nov 5 2016","@","Oklahoma City Thunder","L",NA,92,112,1,4,"L 2",2016-11-05,0
